Country,Year,Country,Intensity,Coal (GWh),Oil (GWh),Natural Gas (GWh),Biofuels (GWh),Waste (GWh),Nuclear (GWh),Hydro (GWh),Solar (GWh),Wind (GWh),Geothermal (GWh),Other (GWh),Tidal (GWh),Solar Thermal (GWh)
Finland,2009,Finland,176,15988,535,9793,8442,513,23526,12686,4,277,0,295,0,0
Finland,2010,Finland,215,21414,484,11259,10675,513,22800,12922,5,294,0,308,0,0
Finland,2011,Finland,173,15749,416,9444,10976,498,23187,12445,5,481,0,300,0,0
Finland,2012,Finland,124,11721,312,6726,10867,570,22987,16859,6,494,0,319,0,0
Finland,2013,Finland,158,14371,234,6788,11616,735,23606,12838,6,774,0,289,0,0
Finland,2014,Finland,138,11818,236,5521,11318,819,23580,13397,8,1107,0,290,0,0
Finland,2015,Finland,99,8787,212,5195,10949,856,23245,16769,11,2327,0,248,0,0
Finland,2016,Finland,103,10509,200,3738,11004,948,23203,15799,22,3068,0,266,0,0
Finland,2017,Finland,93,9214,184,3300,11304,1029,22477,14772,40,4795,0,401,0,0
Finland,2018,Finland,107,10069,265,4194,12247,1184,22793,13301,90,5839,0,281,0,0
Finland,2019,Finland,84,7966,306,3851,12681,1119,23870,12413,147,6025,0,264,0,0
Finland,2020,Finland,64,5489,266,3702,10996,892,23291,15856,256,7938,0,260,0,0
France,1990,France,206,35423,8668,3027,1188,444,314081,57418,0,0,0,0,503,0
France,1991,France,173,43204,14084,3054,1358,454,3331340,61545,0,0,0,0,517,0
France,1992,France,174,37732,9319,3185,1378,480,338445,72584,0,0,0,0,516,0
France,1993,France,161,24749,6091,3496,1221,518,368188,67948,0,2,0,0,494,0
France,1994,France,148,24143,5617,3625,1386,540,359981,81069,0,5,0,0,501,0
France,1995,France,134,26556,7749,3840,1451,742,377231,76192,1,5,0,0,507,0
France,1996,France,134,30966,7790,4122,1465,934,397340,70282,1,7,0,0,491,0
France,1997,France,131,25863,7727,4900,1615,1100,395483,67559,2,11,0,0,510,0
France,1998,France,156,37312,11651,4975,1560,1142,387990,66103,2,19,0,0,522,0
France,1999,France,112,33112,9952,7701,1516,1644,394244,77083,2,37,0,0,515,0
France,2000,France,63,30860,7165,11514,1398,2162,415162,71133,5,48,0,0,507,0
France,2001,France,43,23901,5958,15146,1382,2934,421076,78511,6,131,0,0,485,0
France,2002,France,53,26991,5767,18369,1506,3074,436760,65831,7,265,0,0,494,0
France,2003,France,59,29266,7096,19368,1580,3294,441070,64279,8,388,0,0,490,0
France,2004,France,55,27235,6528,21049,1595,3434,448241,64899,8,595,0,0,470,0
France,2005,France,83,30705,7925,23069,1734,3314,451529,56332,11,962,0,0,481,0
France,2006,France,76,26404,7133,21760,1772,3210,450191,61742,12,2182,0,0,464,0
France,2007,France,91,28197,6163,21987,1975,3600,439730,63259,18,4070,0,304,465,0
France,2008,France,81,26434,5343,21884,2108,3781,439447,68368,42,5694,0,241,465,0
France,2009,France,79,24019,4712,20503,2110,4104,409736,61966,174,7912,0,241,448,0
France,2010,France,78,26315,5521,23758,2468,4003,428521,67526,620,9945,0,135,476,0
France,2011,France,72,19877,7446,29489,2962,4260,442388,50894,2334,12372,62,547,477,0
France,2012,France,78,24131,7285,22753,3151,4402,425406,64761,4428,15178,57,749,458,0
France,2013,France,75,26344,6390,18393,3558,4359,423685,77073,5194,16127,90,809,414,0
France,2014,France,57,13833,6424,13163,3902,4348,436479,69571,6392,17324,83,712,481,0
France,2015,France,60,14557,6674,21143,4500,4306,437428,60513,7754,21421,92,715,487,0
France,2016,France,66,12246,6856,34967,5400,4500,403195,65686,8660,21381,98,565,501,0
France,2017,France,75,15198,6979,40500,5576,4624,398359,55135,9586,24609,133,720,522,0
France,2018,France,63,10543,5718,30612,6176,4599,412942,70472,10891,28599,127,628,480,0
France,2019,France,63,5873,5914,39314,6471,4575,399012,61573,12225,34722,128,558,479,0
France,2020,France,60,5067,5266,35203,6496,4461,353833,66708,13579,40704,128,508,482,0
Germany,1990,Germany,664,321641,10397,40460,376,4810,152468,19791,1,71,0,0,0,0
Germany,1991,Germany,668,316920,14740,36107,655,5068,147229,18699,1,215,0,0,0,0
Germany,1992,Germany,640,304857,13217,32889,781,5432,158804,21195,4,291,0,0,0,0
Germany,1993,Germany,631,299795,10091,34547,762,5434,153276,21667,3,674,0,0,0,0
Germany,1994,Germany,626,296888,8774,40251,758,6466,150703,23885,7,1428,0,0,0,0
Germany,1995,Germany,610,296365,8983,43180,1085,6611,153091,26250,7,1712,0,0,0,0
Germany,1996,Germany,580,302663,7966,48018,1161,6820,160016,26638,12,2078,0,0,0,0
Germany,1997,Germany,566,292411,6866,49728,1256,7013,170328,20900,18,3034,0,0,0,0
Germany,1998,Germany,569,298945,6376,53830,1440,8296,161644,21234,35,4593,0,0,0,0
Germany,1999,Germany,550,288170,5845,55063,1772,6479,170004,23402,30,5528,0,0,0,0
Germany,2000,Germany,558,304162,4785,52495,2487,7634,169606,25962,60,9352,0,0,0,0
Germany,2001,Germany,573,301647,4758,58430,2731,9710,171305,27253,116,10456,0,0,0,0
Germany,2002,Germany,558,306593,4322,54511,3360,9158,164842,27864,188,15856,0,0,0,0
Germany,2003,Germany,499,314555,10110,64002,6710,4478,165060,22897,313,19087,0,2043,0,0
Germany,2004,Germany,510,308383,10584,64172,8382,4506,167065,26460,557,26019,0,1941,0,0
Germany,2005,Germany,510,297753,11998,73960,11456,6504,163055,26417,1282,27774,0,2915,0,0
Germany,2006,Germany,504,298419,10955,76759,15034,7804,167269,26791,2220,31324,0,3539,0,0
Germany,2007,Germany,520,308291,10007,79593,20095,9044,140534,28084,3075,40507,0,2122,0,0
Germany,2008,Germany,490,285439,9679,90283,23345,9699,148495,26469,4420,41385,18,1989,0,0
Germany,2009,Germany,486,260253,10069,82118,26563,9946,134932,24681,6583,39420,19,1885,0,0
Germany,2010,Germany,471,273457,8471,90352,29176,11099,140556,27353,11729,38547,28,2082,0,0
Germany,2011,Germany,477,272381,7163,87229,32135,11156,107971,23512,19599,49858,19,2100,0,0
Germany,2012,Germany,483,286113,7627,77603,38253,11504,99460,27850,26380,51680,25,1819,0,0
Germany,2013,Germany,489,299010,7198,68737,40098,11994,97290,28782,31010,52737,80,1765,0,0
Germany,2014,Germany,478,284910,5657,62271,42218,13503,97129,25444,36056,58497,98,2023,0,0
Germany,2015,Germany,448,283710,6209,63017,44558,12824,91786,24898,38726,80624,133,1824,0,0
Germany,2016,Germany,445,273196,5846,82294,44999,13261,84634,26134,38098,79924,175,1888,0,0
Germany,2017,Germany,412,252823,5571,87685,44960,13247,76324,26155,39401,105693,163,1701,0,0
Germany,2018,Germany,406,238974,5816,83425,44738,13229,76005,23863,45784,109951,178,1567,0,0
Germany,2019,Germany,347,181807,4776,90798,44415,12557,75071,25671,46392,125894,197,1487,0,0
Germany,2020,Germany,314,148164,4907,99564,44751,12394,64382,24877,50600,130965,217,1174,0,0
Greece,1990,Greece,1189,25166,7746,92,0,0,0,1997,0,2,0,0,0,0
Greece,1991,Greece,1131,23702,8847,93,0,0,0,3171,0,2,0,0,0,0
Greece,1992,Greece,1153,26612,8186,79,0,1,0,2389,0,8,0,0,0,0
Greece,1993,Greece,1119,27795,7837,84,0,1,0,2541,0,47,0,0,0,0
Greece,1994,Greece,1101,29578,8011,80,0,1,0,2842,0,37,0,0,0,0
Greece,1995,Greece,1042,28697,8860,75,0,1,0,3782,0,34,0,0,0,0
Greece,1996,Greece,991,29298,8534,78,0,115,0,4504,0,38,0,0,0,0
Greece,1997,Greece,1046,30629,8299,333,0,113,0,4096,0,36,0,0,0,0
Greece,1998,Greece,1034,32442,8078,1713,0,160,0,3866,0,70,0,0,0,0
Greece,1999,Greece,979,32381,8157,3907,0,1,0,4829,0,162,0,0,0,0
Greece,2000,Greece,975,34313,8885,5920,0,163,0,4111,0,451,0,0,0,0
Greece,2001,Greece,984,35431,8477,6133,79,103,0,2725,0,756,0,0,0,0
Greece,2002,Greece,956,34566,8633,7061,126,108,0,3463,0,651,0,0,0,0
Greece,2003,Greece,914,35170,8707,7995,105,141,0,5332,0,1021,0,0,0,0
Greece,2004,Greece,920,35380,8385,8991,124,139,0,5205,1,1121,0,0,0,0
Greece,2005,Greece,915,35543,9207,8171,122,100,0,5610,1,1266,0,0,0,0
Greece,2006,Greece,854,32264,9601,10610,114,25,0,6475,1,1699,0,0,0,0
Greece,2007,Greece,880,34676,9642,13774,184,25,0,3376,1,1818,0,0,0,0
Greece,2008,Greece,870,33356,9990,13797,191,19,0,4149,5,2242,0,0,0,0
Greece,2009,Greece,854,34188,7679,11023,218,19,0,5645,50,2543,0,0,0,0
Greece,2010,Greece,875,30797,6089,9830,190,129,0,7485,158,2714,0,0,0,0
Greece,2011,Greece,883,31063,5915,13938,207,113,0,4275,610,3315,0,0,0,0
Greece,2012,Greece,869,31119,6080,13361,204,60,0,4591,1694,3850,0,0,0,0
Greece,2013,Greece,808,26406,5414,10860,216,85,0,6384,3648,4139,0,0,0,0
Greece,2014,Greece,846,25746,5544,6776,220,100,0,4607,3792,3689,0,0,0,0
Greece,2015,Greece,739,22107,5663,9090,231,112,0,6150,3900,4621,0,0,0,0
Greece,2016,Greece,622,18883,5565,14868,275,207,0,5565,3930,5146,0,0,0,0
Greece,2017,Greece,657,18765,5510,17113,310,0,0,4040,3991,5537,0,0,0,0
Greece,2018,Greece,654,17185,5547,14080,314,286,0,5760,3791,6300,0,0,0,0
Greece,2019,Greece,606,12124,5569,14496,402,290,0,4051,4429,7266,0,0,0,0
Greece,2020,Greece,454,5978,4606,18041,331,230,0,3445,4358,9321,0,0,0,0
Hungary,1990,Hungary,437,8669,1351,4473,0,34,13731,178,0,0,0,0,0,0
Hungary,1991,Hungary,445,8142,2827,5026,0,48,13726,194,0,0,0,0,0,0
Hungary,1992,Hungary,475,9276,3992,4204,0,91,13964,158,0,0,0,0,0,0
Hungary,1993,Hungary,473,9170,5622,4084,0,77,13796,166,0,0,0,0,0,0
Hungary,1994,Hungary,470,8858,5523,4834,0,90,14049,161,0,0,0,0,0,0
Hungary,1995,Hungary,476,9230,5284,5212,8,95,14026,163,0,0,0,0,0,0
Hungary,1996,Hungary,474,9727,4512,6373,8,83,14180,207,0,0,0,0,0,0
Hungary,1997,Hungary,471,9512,5861,5745,10,85,13968,216,0,0,0,0,0,0
Hungary,1998,Hungary,462,9692,5963,7319,7,105,13949,155,0,0,0,0,0,0
Hungary,1999,Hungary,467,10306,5309,7820,9,111,14096,181,0,0,0,0,0,0
Hungary,2000,Hungary,460,9707,4404,6602,10,110,14180,178,0,0,0,0,0,0
Hungary,2001,Hungary,445,8923,4192,8861,14,112,14126,186,0,1,0,0,0,0
Hungary,2002,Hungary,434,9063,2137,10738,12,59,13953,194,0,1,0,0,0,0
Hungary,2003,Hungary,480,9254,1626,11883,127,67,11013,171,0,4,0,0,0,0
Hungary,2004,Hungary,439,8339,773,11719,699,52,11915,205,0,6,0,0,0,0
Hungary,2005,Hungary,363,7146,445,12379,1599,131,13834,202,0,10,0,0,0,0
Hungary,2006,Hungary,366,7092,521,13160,1170,226,13461,186,0,43,0,0,0,0
Hungary,2007,Hungary,364,7487,535,15232,1422,287,14677,210,0,110,0,0,0,0
Hungary,2008,Hungary,353,7205,355,15176,1829,223,14818,213,1,205,0,0,0,0
Hungary,2009,Hungary,310,6415,633,10422,2222,230,15426,228,1,331,0,0,0,0
Hungary,2010,Hungary,306,6350,490,11598,2152,297,15761,188,1,534,0,0,0,0
Hungary,2011,Hungary,315,6609,144,10738,1740,254,15685,222,1,626,0,0,0,0
Hungary,2012,Hungary,320,6492,185,9401,1544,229,15793,213,8,770,0,0,0,0
Hungary,2013,Hungary,288,6384,78,5541,1696,237,15370,213,25,718,0,32,0,0
Hungary,2014,Hungary,273,6114,76,4240,1989,254,15649,301,67,657,0,55,0,0
Hungary,2015,Hungary,274,5908,77,5108,1953,348,15834,234,141,693,0,63,0,0
Hungary,2016,Hungary,263,5758,63,6479,1826,457,16054,259,244,684,0,78,0,0
Hungary,2017,Hungary,264,5098,85,7838,1994,362,16098,220,349,758,1,82,0,0
Hungary,2018,Hungary,249,4834,90,7255,2135,383,15733,222,629,607,12,139,0,0
Hungary,2019,Hungary,226,4184,70,8566,2087,385,16288,219,1497,729,18,111,0,0
Hungary,2020,Hungary,215,3841,42,9077,1986,407,16055,244,2450,655,16,151,0,0
Iceland,1990,Iceland,3,0,6,0,0,0,0,4204,0,0,300,0,0,0
Iceland,1991,Iceland,3,0,7,0,0,0,0,4204,0,0,283,0,0,0
Iceland,1992,Iceland,3,0,6,0,0,0,0,4310,0,0,230,0,0,0
Iceland,1993,Iceland,2,0,5,0,0,0,0,4466,0,0,256,0,0,0
Iceland,1994,Iceland,2,0,9,0,0,0,0,4515,0,0,260,0,0,0
Iceland,1995,Iceland,2,0,5,0,0,0,0,4682,0,0,290,0,0,0
Iceland,1996,Iceland,1,0,5,0,0,0,0,4722,0,0,346,0,0,0
Iceland,1997,Iceland,1,0,4,0,0,0,0,5207,0,0,375,0,0,0
Iceland,1998,Iceland,0,0,5,0,0,0,0,5621,0,0,655,0,0,0
Iceland,1999,Iceland,0,0,5,0,0,0,0,6047,0,0,1136,0,0,0
Iceland,2000,Iceland,1,0,5,0,0,0,0,6356,0,0,1323,0,0,0
Iceland,2001,Iceland,0,0,4,0,0,0,0,6578,0,0,1451,0,0,0
Iceland,2002,Iceland,0,0,6,0,0,0,0,6977,0,0,1433,0,0,0
Iceland,2003,Iceland,0,0,6,0,0,0,0,7088,0,0,1406,0,0,0
Iceland,2004,Iceland,0,0,4,0,2,0,0,7134,0,0,1483,0,0,0
Iceland,2005,Iceland,0,0,5,0,4,0,0,7019,0,0,1658,0,0,0
Iceland,2006,Iceland,1,0,4,0,1,1,0,7293,0,0,2631,0,0,0
Iceland,2007,Iceland,1,0,2,0,0,2,0,8394,0,0,3579,0,0,0
Iceland,2008,Iceland,0,0,2,0,0,0,0,12427,0,0,4038,0,0,0
Iceland,2009,Iceland,0,0,2,0,0,0,0,12279,0,0,4553,0,0,0
Iceland,2010,Iceland,0,0,2,0,0,0,0,12592,0,0,4465,0,0,0
Iceland,2011,Iceland,0,0,2,0,0,0,0,12507,0,0,4702,0,0,0
Iceland,2012,Iceland,0,0,3,0,0,0,0,12337,0,0,5209,0,0,0
Iceland,2013,Iceland,0,0,5,0,0,0,0,12863,0,3,5245,0,0,0
Iceland,2014,Iceland,0,0,3,0,0,0,0,12873,0,8,5239,0,0,0
Iceland,2015,Iceland,0,0,4,0,0,0,0,13871,0,11,5003,0,0,0
Iceland,2016,Iceland,0,0,3,0,0,0,0,13470,0,9,5068,0,0,0
Iceland,2017,Iceland,0,0,2,0,0,0,0,14059,0,8,5170,0,0,0
Iceland,2018,Iceland,0,0,2,0,0,0,0,13814,0,4,6010,0,0,0
Iceland,2019,Iceland,0,0,3,0,0,0,0,13461,0,7,6018,0,0,0
Iceland,2020,Iceland,0,0,3,0,0,0,0,13160,0,7,5961,0,0,0
Ireland,1990,Ireland,769,8163,1428,3941,0,0,0,983,0,0,0,0,0,0
Ireland,1991,Ireland,768,8000,2432,3752,0,0,0,964,0,0,0,0,0,0
Ireland,1992,Ireland,768,8838,2472,3648,0,0,0,1050,0,5,0,0,0,0
Ireland,1993,Ireland,752,8493,2341,4535,0,0,0,1012,0,15,0,0,0,0
Ireland,1994,Ireland,740,8597,2836,4456,0,0,0,1198,0,19,0,0,0,0
Ireland,1995,Ireland,748,9035,2680,5160,0,0,0,968,0,16,0,0,0,0
Ireland,1996,Ireland,734,9179,2687,6291,27,0,0,982,0,14,0,0,0,0
Ireland,1997,Ireland,739,8846,3465,6569,81,0,0,942,0,50,0,0,0,0
Ireland,1998,Ireland,716,8434,4849,6425,85,0,0,1189,0,169,0,0,0,0
Ireland,1999,Ireland,719,7514,6169,6958,91,0,0,1091,0,187,0,0,0,0
Ireland,2000,Ireland,674,8587,4638,9263,95,0,0,1151,0,244,0,0,0,0
Ireland,2001,Ireland,694,9255,5203,9147,97,0,0,920,0,334,0,0,0,0
Ireland,2002,Ireland,650,8903,3279,10829,82,0,0,1264,0,388,0,0,0,0
Ireland,2003,Ireland,618,8231,2454,13038,86,0,0,956,0,454,0,0,0,0
Ireland,2004,Ireland,595,7716,3211,12894,109,0,0,984,0,655,0,0,0,0
Ireland,2005,Ireland,601,8839,3340,11574,130,0,0,975,0,1112,0,0,0,0
Ireland,2006,Ireland,552,8022,2834,13785,128,0,0,1088,0,1622,0,0,0,0
Ireland,2007,Ireland,517,7599,1899,16058,177,0,0,1016,0,1958,0,0,0,0
Ireland,2008,Ireland,494,7896,1708,16716,217,0,0,1300,0,2410,0,0,0,0
Ireland,2009,Ireland,474,6633,918,16298,260,0,0,1257,0,2955,0,0,0,0
Ireland,2010,Ireland,485,5734,603,18111,314,0,0,776,0,2815,0,0,0,0
Ireland,2011,Ireland,456,6075,234,15432,336,0,0,707,1,4380,0,0,0,0
Ireland,2012,Ireland,488,7462,236,14139,376,116,0,1014,1,4010,0,0,0,0
Ireland,2013,Ireland,461,6564,189,13130,412,140,0,944,1,4542,0,0,0,0
Ireland,2014,Ireland,451,6453,258,12635,469,142,0,988,2,5140,0,0,0,0
Ireland,2015,Ireland,436,7393,407,12367,402,151,0,1095,3,6573,0,0,0,0
Ireland,2016,Ireland,429,7014,293,15328,603,149,0,973,6,6147,0,0,0,0
Ireland,2017,Ireland,399,5809,142,15680,585,310,0,895,11,7444,0,0,0,0
Ireland,2018,Ireland,353,4242,139,16014,518,632,0,932,17,8640,0,0,0,0
Ireland,2019,Ireland,315,2435,280,15096,532,615,0,1132,21,10019,0,0,0,0
Ireland,2020,Ireland,281,1630,393,16244,569,625,0,1224,64,11549,0,0,0,0
Italy,1990,Italy,562,35672,102719,39709,14,89,0,35079,4,2,3222,0,0,0
Italy,1991,Italy,536,32173,104287,36342,20,198,0,45606,5,3,3182,0,0,0
Italy,1992,Italy,525,25005,116020,35476,19,165,0,45786,9,2,3459,313,0,0
Italy,1993,Italy,518,20195,113919,39963,31,177,0,44482,11,4,3667,353,0,0
Italy,1994,Italy,512,22944,116312,40804,53,230,0,47731,11,7,3417,304,0,0
Italy,1995,Italy,542,27568,120800,46998,133,256,0,41907,13,9,3436,369,0,0
Italy,1996,Italy,521,25323,117088,50191,256,349,0,47072,14,33,3762,345,0,0
Italy,1997,Italy,512,24769,113312,61293,438,384,0,46552,15,118,3905,687,0,0
Italy,1998,Italy,513,27827,107305,70883,562,670,0,47365,16,231,4214,727,0,0
Italy,1999,Italy,495,28225,91379,86983,800,1023,0,51777,17,403,4403,657,0,0
Italy,2000,Italy,397,30524,85878,101360,992,916,0,50900,18,563,4705,786,0,0
Italy,2001,Italy,385,36775,75008,104188,1203,1383,0,53926,19,1179,4507,821,0,0
Italy,2002,Italy,408,40468,87764,99414,1996,1516,0,47262,21,1404,4662,769,0,0
Italy,2003,Italy,445,44117,75987,117300,2466,2027,0,44277,34,1458,5341,888,0,0
Italy,2004,Italy,417,50877,58891,129772,3082,2554,0,49908,39,1847,5437,950,0,0
Italy,2005,Italy,399,49419,47124,149262,3364,2790,0,42927,31,2344,5324,1116,0,0
Italy,2006,Italy,391,50438,45875,158079,3650,3096,0,43425,35,2971,5527,1027,0,0
Italy,2007,Italy,383,49735,35409,172646,3746,3209,0,38481,39,4034,5569,1021,0,0
Italy,2008,Italy,373,48591,31459,172699,4410,3255,0,47227,193,4861,5520,916,0,0
Italy,2009,Italy,355,43416,26020,147269,5940,3388,0,53443,676,6543,5342,603,0,0
Italy,2010,Italy,339,44434,21714,152738,7394,4191,0,54407,1096,9126,5376,777,0,0
Italy,2011,Italy,328,50139,19885,144548,8626,4513,0,47757,10796,9856,5654,808,0,0
Italy,2012,Italy,312,54110,18890,129058,10324,4429,0,43854,18862,13407,5592,751,0,0
Italy,2013,Italy,273,48493,15482,108875,14886,4499,0,54672,21589,14897,5659,753,0,0
Italy,2014,Italy,258,46524,14163,93637,16363,4822,0,60256,22306,15179,5916,661,0,0
Italy,2015,Italy,284,45388,13384,110860,17053,4771,0,46969,22942,14844,6185,595,0,0
Italy,2016,Italy,263,38403,12131,126148,17094,4918,0,44257,22104,17689,6289,736,0,0
Italy,2017,Italy,265,35096,11527,140349,16995,4857,0,38025,24378,17742,6201,661,0,0
Italy,2018,Italy,249,30596,11029,128538,16782,4825,0,50503,22654,17716,6105,601,0,0
Italy,2019,Italy,234,21253,10153,141687,17194,4797,0,48154,23689,20202,6075,650,0,0
Italy,2020,Italy,216,13064,9771,137649,17330,4838,0,48558,24942,18702,6029,604,0,0
Latvia,1990,Latvia,59,62,357,1733,0,0,0,4496,0,0,0,0,0,0
Latvia,1991,Latvia,113,59,499,1811,0,0,0,3275,0,0,0,0,0,0
Latvia,1992,Latvia,101,70,97,1146,0,0,0,2521,0,0,0,0,0,0
Latvia,1993,Latvia,104,79,409,560,0,0,0,2876,0,0,0,0,0,0
Latvia,1994,Latvia,104,78,745,312,0,0,0,3305,0,0,0,0,0,0
Latvia,1995,Latvia,104,98,418,526,0,0,0,2937,0,0,0,0,0,0
Latvia,1996,Latvia,167,97,644,524,0,0,0,1860,0,1,0,0,0,0
Latvia,1997,Latvia,111,104,201,1246,0,0,0,2953,0,2,0,0,0,0
Latvia,1998,Latvia,96,99,305,1075,0,0,0,4316,0,2,0,0,0,0
Latvia,1999,Latvia,115,37,358,955,0,0,0,2757,0,2,0,0,0,0
Latvia,2000,Latvia,117,78,107,1128,0,0,0,2819,0,4,0,0,0,0
Latvia,2001,Latvia,116,42,95,1304,3,0,0,2833,0,3,0,0,0,0
Latvia,2002,Latvia,123,38,139,1313,10,0,0,2464,0,11,0,0,0,0
Latvia,2003,Latvia,130,22,82,1533,24,0,0,2266,0,48,0,0,0,0
Latvia,2004,Latvia,92,0,60,1433,38,0,0,3109,0,49,0,0,0,0
Latvia,2005,Latvia,86,0,6,1486,41,0,0,3326,0,47,0,0,0,0
Latvia,2006,Latvia,109,0,5,2100,42,0,0,2698,0,46,0,0,0,0
Latvia,2007,Latvia,103,0,17,1925,42,0,0,2733,0,53,0,0,0,0
Latvia,2008,Latvia,111,0,2,2058,44,0,0,3109,0,59,0,0,0,0
Latvia,2009,Latvia,97,0,4,2007,49,0,0,3457,0,50,0,0,0,0
Latvia,2010,Latvia,121,0,2,2988,66,0,0,3521,0,49,0,0,0,0
Latvia,2011,Latvia,131,0,1,3014,119,0,0,2887,0,71,0,0,0,0
Latvia,2012,Latvia,90,0,1,2055,288,0,0,3707,0,114,0,0,0,0
Latvia,2013,Latvia,128,0,2,2670,502,0,0,2912,0,120,0,0,0,0
Latvia,2014,Latvia,127,0,0,2337,669,0,0,1994,0,140,0,0,0,0
Latvia,2015,Latvia,146,0,1,2756,769,0,0,1860,0,147,0,0,0,0
Latvia,2016,Latvia,129,0,0,2944,823,0,0,2530,0,128,0,0,0,0
Latvia,2017,Latvia,75,0,0,2069,931,0,0,4381,0,150,0,0,0,0
Latvia,2018,Latvia,146,0,0,3219,944,0,0,2432,0,122,0,0,0,0
Latvia,2019,Latvia,160,0,0,3246,927,0,0,2108,0,154,0,0,0,0
Latvia,2020,Latvia,113,0,0,2075,865,0,0,2603,0,177,0,0,0,0
Lithuania,1990,Lithuania,160,0,4151,6769,0,0,17033,414,0,0,0,38,0,0
Lithuania,1991,Lithuania,168,0,5701,6290,0,0,17000,338,0,0,0,34,0,0
Lithuania,1992,Lithuania,88,0,2321,1261,0,0,14638,470,0,0,0,17,0,0
Lithuania,1993,Lithuania,65,0,999,265,0,0,12260,580,0,0,0,17,0,0
Lithuania,1994,Lithuania,97,0,1244,331,0,0,7706,718,0,0,0,22,0,0
Lithuania,1995,Lithuania,55,0,1068,228,0,0,11822,752,0,0,0,29,0,0
Lithuania,1996,Lithuania,91,0,1284,655,0,0,13942,874,0,0,0,34,0,0
Lithuania,1997,Lithuania,47,0,1539,485,0,0,12024,770,0,0,0,44,0,0
Lithuania,1998,Lithuania,103,0,2852,278,0,0,13554,895,0,0,0,52,0,0
Lithuania,1999,Lithuania,110,0,1753,999,0,0,9862,862,0,0,0,60,0,0
Lithuania,2000,Lithuania,93,0,655,1616,0,0,8419,644,0,0,0,91,0,0
Lithuania,2001,Lithuania,79,0,720,1884,2,0,11362,701,0,0,0,68,0,0
Lithuania,2002,Lithuania,66,0,547,2109,4,0,14142,781,0,0,0,138,0,0
Lithuania,2003,Lithuania,60,0,327,2518,7,0,15484,985,0,0,0,167,0,0
Lithuania,2004,Lithuania,63,0,361,2691,6,0,15102,943,0,1,0,170,0,0
Lithuania,2005,Lithuania,98,0,401,3017,7,0,10337,820,0,2,0,200,0,0
Lithuania,2006,Lithuania,98,1,329,2464,24,0,8651,802,0,14,0,197,0,0
Lithuania,2007,Lithuania,92,12,408,2405,54,0,9833,958,0,106,0,231,0,0
Lithuania,2008,Lithuania,76,1,566,2026,69,0,9894,988,0,131,0,238,0,0
Lithuania,2009,Lithuania,78,0,735,2101,102,0,10852,1139,0,158,0,271,0,0
Lithuania,2010,Lithuania,308,0,647,3186,147,0,0,1295,0,224,0,250,0,0
Lithuania,2011,Lithuania,261,0,209,2668,157,0,0,1056,0,475,0,257,0,0
Lithuania,2012,Lithuania,269,0,240,2879,218,0,0,937,2,540,0,227,0,0
Lithuania,2013,Lithuania,199,0,206,2219,338,45,0,1069,45,603,0,237,0,0
Lithuania,2014,Lithuania,179,2,160,1749,371,72,0,1088,73,639,0,243,0,0
Lithuania,2015,Lithuania,186,0,275,1979,404,103,0,1024,73,810,0,265,0,0
Lithuania,2016,Lithuania,143,0,221,986,392,151,0,1044,66,1136,0,270,0,0
Lithuania,2017,Lithuania,84,0,139,598,430,157,0,1181,68,1364,0,250,0,0
Lithuania,2018,Lithuania,54,0,131,330,495,133,0,960,87,1144,0,232,0,0
Lithuania,2019,Lithuania,72,0,68,524,485,134,0,948,91,1499,0,223,0,0
Lithuania,2020,Lithuania,165,0,123,1698,523,206,0,1080,129,1552,0,207,0,0
Luxembourg,1990,Luxembourg,431,477,9,34,0,34,0,823,0,0,0,0,0,0
Luxembourg,1991,Luxembourg,462,525,26,28,0,38,0,798,0,0,0,0,0,0
Luxembourg,1992,Luxembourg,528,472,56,30,0,32,0,608,0,0,0,0,0,0
Luxembourg,1993,Luxembourg,578,503,38,23,0,40,0,463,0,0,0,0,0,0
Luxembourg,1994,Luxembourg,438,385,15,50,0,41,0,656,0,0,0,0,0,0
Luxembourg,1995,Luxembourg,956,189,5,152,0,53,0,831,0,0,0,0,0,0
Luxembourg,1996,Luxembourg,929,133,17,188,0,42,0,876,0,0,0,0,0,0
Luxembourg,1997,Luxembourg,494,84,13,177,0,46,0,937,0,3,0,0,0,0
Luxembourg,1998,Luxembourg,345,0,0,195,0,45,0,1044,0,11,0,0,0,0
Luxembourg,1999,Luxembourg,464,0,0,204,1,52,0,747,0,18,0,0,0,0
Luxembourg,2000,Luxembourg,93,0,0,215,5,51,0,871,0,25,0,0,0,0
Luxembourg,2001,Luxembourg,164,0,0,666,8,51,0,871,0,24,0,0,0,0
Luxembourg,2002,Luxembourg,274,0,0,2624,9,52,0,989,0,24,0,0,0,0
Luxembourg,2003,Luxembourg,247,0,1,2619,15,48,0,911,1,26,0,0,0,0
Luxembourg,2004,Luxembourg,267,0,1,3152,20,56,0,854,9,39,0,0,0,0
Luxembourg,2005,Luxembourg,263,0,1,3106,27,48,0,877,18,52,0,0,0,0
Luxembourg,2006,Luxembourg,264,0,1,3247,33,57,0,917,21,58,0,0,0,0
Luxembourg,2007,Luxembourg,263,0,1,2895,37,66,0,918,21,64,0,0,0,0
Luxembourg,2008,Luxembourg,234,0,1,2402,44,65,0,965,20,61,0,0,0,0
